origin,destination,distance_km,origin_lat,origin_lon,destination_lat,destination_lon
Manzanillo Colima Mexico,Tototlan Jalisco Mexico,352.2,19.264454,-103.7289144,20.456944,-102.738611
Manzanillo Colima Mexico,Veracruz Veracruz Mexico,1212.9,19.264454,-103.7289144,20.6858675,-97.5997375
Manzanillo Colima Mexico,Veracruz Veracruz Mexico,1212.9,19.264454,-103.7289144,20.6858675,-97.5997375
Manzanillo Colima Mexico,Zacatecas Zacatecas Mexico,639.8,19.264454,-103.7289144,22.780014,-102.74948
Manzanillo Colima Mexico,Zacatecas Zacatecas Mexico,639.8,19.264454,-103.7289144,22.780014,-102.74948
Guadalajara Jalisco Mexico,Acatlan de Juarez Jalisco Mexico,44.9,20.674652,-103.365051,20.422379,-103.592725
Guadalajara Jalisco Mexico,Acatlan de Juarez Jalisco Mexico,44.9,20.674652,-103.365051,20.422379,-103.592725
Guadalajara Jalisco Mexico,Altamira Tamaulipas Mexico,790.2,20.674652,-103.365051,22.392539,-97.935795
Guadalajara Jalisco Mexico,Altamira Tamaulipas Mexico,790.2,20.674652,-103.365051,22.392539,-97.935795
Guadalajara Jalisco Mexico,CDMX,555.9,20.674652,-103.365051,19.4326296,-99.1331785
Guadalajara Jalisco Mexico,CDMX,555.9,20.674652,-103.365051,19.4326296,-99.1331785
Guadalajara Jalisco Mexico,Manzanillo Colima Mexico,286.6,20.674652,-103.365051,19.264454,-103.7289144
Guadalajara Jalisco Mexico,Manzanillo Colima Mexico,286.6,20.674652,-103.365051,19.264454,-103.7289144
Guadalajara Jalisco Mexico,Monterrey Nuevo Leon Mexico,807.6,20.674652,-103.365051,25.680522,-100.313821
Guadalajara Jalisco Mexico,Monterrey Nuevo Leon Mexico,807.6,20.674652,-103.365051,25.680522,-100.313821
Guadalajara Jalisco Mexico,Tepatitlan de Morelos Jalisco Mexico,78.2,20.674652,-103.365051,20.816262,-102.758917
Guadalajara Jalisco Mexico,Tepatitlan de Morelos Jalisco Mexico,78.2,20.674652,-103.365051,20.816262,-102.758917
Ensenada Baja California Mexico,Ciudad Insurgentes Cabo Baja California Sur Mexico,1166.1,31.866416,-116.603524,25.26002197,-111.7692478
Ensenada Baja California Mexico,Ciudad Insurgentes Cabo Baja California Sur Mexico,1166.1,31.866416,-116.603524,25.26002197,-111.7692478
Ensenada Baja California Mexico,Ciudad Juarez Chihuahua Mexico,1238.9,31.866416,-116.603524,31.7372575,-106.485655
Ensenada Baja California Mexico,Ciudad Juarez Chihuahua Mexico,1238.9,31.866416,-116.603524,31.7372575,-106.485655
Ensenada Baja California Mexico,Golfo de Santa Clara Sonora Mexico,410.4,31.866416,-116.603524,31.687739,-114.494228
Ensenada Baja California Mexico,Golfo de Santa Clara Sonora Mexico,410.4,31.866416,-116.603524,31.687739,-114.494228
Ensenada Baja California Mexico,Hermosillo Sonora Mexico,932.3,31.866416,-116.603524,29.09426,-110.969649
Ensenada Baja California Mexico,Hermosillo Sonora Mexico,932.3,31.866416,-116.603524,29.09426,-110.969649
Ensenada Baja California Mexico,La Paz Baja California Mexico,1400.5,31.866416,-116.603524,32.5050622,-116.9045963
Ensenada Baja California Mexico,La Paz Baja California Mexico,1400.5,31.866416,-116.603524,32.5050622,-116.9045963
Ensenada Baja California Mexico,Mexicali Baja California Mexico,240.3,31.866416,-116.603524,32.641201,-115.474312
Ensenada Baja California Mexico,Mexicali Baja California Mexico,240.3,31.866416,-116.603524,32.641201,-115.474312
Ensenada Baja California Mexico,San Jose del Cabo Baja California Sur Mexico,1580.9,31.866416,-116.603524,23.0598364,-109.7025148
Ensenada Baja California Mexico,San Jose del Cabo Baja California Sur Mexico,1580.9,31.866416,-116.603524,23.0598364,-109.7025148
Ensenada Baja California Mexico,San Luis Rio Colorado Sonora Mexico,309.5,31.866416,-116.603524,32.4517957,-114.7652542
Ensenada Baja California Mexico,San Luis Rio Colorado Sonora Mexico,309.5,31.866416,-116.603524,32.4517957,-114.7652542
Ensenada Baja California Mexico,San Quintín Baja California Mexico,184.8,31.866416,-116.603524,30.5613719,-115.938162
Ensenada Baja California Mexico,San Quintín Baja California Mexico,184.8,31.866416,-116.603524,30.5613719,-115.938162
Ensenada Baja California Mexico,Tecate Baja California Mexico,109,31.866416,-116.603524,32.5791061,-116.5934782
Ensenada Baja California Mexico,Tecate Baja California Mexico,109,31.866416,-116.603524,32.5791061,-116.5934782
Ensenada Baja California Mexico,Tijuana Baja California Mexico,106.3,31.866416,-116.603524,32.533157,-117.019112
Ensenada Baja California Mexico,Tijuana Baja California Mexico,106.3,31.866416,-116.603524,32.533157,-117.019112
